level,title,start_page,end_page,parent_chapter,major_chapter
7,Material Active [check box] - MUs,489,489,Tab Appearance of Objects and MUs,9. Plant Simulation User Interface
7,Diffuse Color [MUs],490,490,Tab Appearance of Objects and MUs,9. Plant Simulation User Interface
7,Ambient Color [MUs],491,491,Tab Appearance of Objects and MUs,9. Plant Simulation User Interface
7,Specular Color [MUs],492,492,Tab Appearance of Objects and MUs,9. Plant Simulation User Interface
7,Emissive Color [MUs],493,493,Tab Appearance of Objects and MUs,9. Plant Simulation User Interface
7,Transparency [MUs],494,494,Tab Appearance of Objects and MUs,9. Plant Simulation User Interface
7,Shininess [MUs],495,495,Tab Appearance of Objects and MUs,9. Plant Simulation User Interface
7,Show Safety Zones,495,496,Tab Appearance of Objects and MUs,9. Plant Simulation User Interface
7,Copy the Current Material Settings [MUs],497,497,Tab Appearance of Objects and MUs,9. Plant Simulation User Interface
7,Paste Material Settings [MUs],498,498,Tab Appearance of Objects and MUs,9. Plant Simulation User Interface
6,Tab Appearance of the Length-oriented Objects,498,538,Edit 3D Properties,9. Plant Simulation User Interface
7,Appearance of the Length-oriented Objects,498,502,Tab Appearance of the Length-oriented Objects,9. Plant Simulation User Interface
7,Segments [tab Appearance],503,503,Tab Appearance of the Length-oriented Objects,9. Plant Simulation User Interface
7,Base Height [tab Appearance],504,506,Tab Appearance of the Length-oriented Objects,9. Plant Simulation User Interface
7,Width [tab Appearance],507,507,Tab Appearance of the Length-oriented Objects,9. Plant Simulation User Interface
7,Configuration,507,530,Tab Appearance of the Length-oriented Objects,9. Plant Simulation User Interface
8,Configuration [inheritance] - Conveyor,507,507,Configuration,9. Plant Simulation User Interface
8,Conveyor Type,508,530,Configuration,9. Plant Simulation User Interface
9,Type [drop-down list] - conveyor,508,509,Conveyor Type,9. Plant Simulation User Interface
9,User-defined [Conveyor type],510,514,Conveyor Type,9. Plant Simulation User Interface
9,Track [appearance],515,515,Conveyor Type,9. Plant Simulation User Interface
9,Belt conveyor,516,517,Conveyor Type,9. Plant Simulation User Interface
9,Guide-railed belt conveyor,518,519,Conveyor Type,9. Plant Simulation User Interface
9,Roller conveyor,520,521,Conveyor Type,9. Plant Simulation User Interface
9,Rail conveyor,522,524,Conveyor Type,9. Plant Simulation User Interface
9,Tube conveyor,525,526,Conveyor Type,9. Plant Simulation User Interface
9,Chute conveyor,527,528,Conveyor Type,9. Plant Simulation User Interface
9,Suspension track,529,530,Conveyor Type,9. Plant Simulation User Interface
7,Legs,531,534,Tab Appearance of the Length-oriented Objects,9. Plant Simulation User Interface
7,Lanes,535,537,Tab Appearance of the Length-oriented Objects,9. Plant Simulation User Interface
7,Support Frame,538,538,Tab Appearance of the Length-oriented Objects,9. Plant Simulation User Interface
6,Tab Appearance of the Store,539,562,Edit 3D Properties,9. Plant Simulation User Interface
7,Appearance of the Store,539,542,Tab Appearance of the Store,9. Plant Simulation User Interface
7,Auto Graphics Active,543,543,Tab Appearance of the Store,9. Plant Simulation User Interface
7,Type [drop-down list] - Store,544,548,Tab Appearance of the Store,9. Plant Simulation User Interface
7,X [text box] - Store,549,549,Tab Appearance of the Store,9. Plant Simulation User Interface
7,Y [text box] - Store,550,550,Tab Appearance of the Store,9. Plant Simulation User Interface
7,Z [text box] - Store,551,551,Tab Appearance of the Store,9. Plant Simulation User Interface
7,Origin [graphic],552,554,Tab Appearance of the Store,9. Plant Simulation User Interface
7,Gap [rack],555,556,Tab Appearance of the Store,9. Plant Simulation User Interface
7,Floor Thickness,557,557,Tab Appearance of the Store,9. Plant Simulation User Interface
7,Board Thickness,558,558,Tab Appearance of the Store,9. Plant Simulation User Interface
7,Ground Clearance,559,559,Tab Appearance of the Store,9. Plant Simulation User Interface
7,Storage Area Material,560,561,Tab Appearance of the Store,9. Plant Simulation User Interface
8,Storage Area Material,560,560,Storage Area Material,9. Plant Simulation User Interface
8,Dialog Material,560,561,Storage Area Material,9. Plant Simulation User Interface
9,Dialog Box Material [storage area],560,561,Dialog Material,9. Plant Simulation User Interface
7,Post and Spacing Material,562,562,Tab Appearance of the Store,9. Plant Simulation User Interface
8,Post and Spacing Material,562,562,Post and Spacing Material,9. Plant Simulation User Interface
8,Dialog Material,562,562,Post and Spacing Material,9. Plant Simulation User Interface
9,Dialog Box Material [post],562,562,Dialog Material,9. Plant Simulation User Interface
6,Tab Background,563,566,Edit 3D Properties,9. Plant Simulation User Interface
7,Background [tab] - Frame,563,564,Tab Background,9. Plant Simulation User Interface
7,Assign a Background Color of Its Own,565,565,Tab Background,9. Plant Simulation User Interface
7,Base Color,566,566,Tab Background,9. Plant Simulation User Interface
7,Corner Brightness,567,567,Tab Background,9. Plant Simulation User Interface
6,Tab Barred Area Settings,567,568,Edit 3D Properties,9. Plant Simulation User Interface
7,Barred Area Settings,567,568,Tab Barred Area Settings,9. Plant Simulation User Interface
6,Tab Box Settings,569,569,Edit 3D Properties,9. Plant Simulation User Interface
7,Box Settings,569,569,Tab Box Settings,9. Plant Simulation User Interface
6,Tab Camera Animation,570,613,Edit 3D Properties,9. Plant Simulation User Interface
7,Camera Animation [Frame],570,572,Tab Camera Animation,9. Plant Simulation User Interface
7,How the Camera is Animated in the Frame,573,579,Tab Camera Animation,9. Plant Simulation User Interface
7,Animation Paths,580,609,Tab Camera Animation,9. Plant Simulation User Interface
8,Animation Paths [camera animation],580,580,Animation Paths,9. Plant Simulation User Interface
8,Add,581,593,Animation Paths,9. Plant Simulation User Interface
9,Add [button] - camera animation path,581,581,Add,9. Plant Simulation User Interface
9,Path Name [camera animation],582,582,Add,9. Plant Simulation User Interface
9,Path Type [camera animation],582,593,Add,9. Plant Simulation User Interface
10,Path Type [camera animation],582,582,Path Type [camera animation],9. Plant Simulation User Interface
10,Rotation Path [camera animation] - Lines,582,590,Path Type [camera animation],9. Plant Simulation User Interface
11,Rotation path [camera animation] - Lines,582,586,Rotation Path [camera animation] - Lines,9. Plant Simulation User Interface
11,Start Angle [camera animation],587,587,Rotation Path [camera animation] - Lines,9. Plant Simulation User Interface
11,End Angle [camera animation],588,588,Rotation Path [camera animation] - Lines,9. Plant Simulation User Interface
11,Radius [camera animation],589,589,Rotation Path [camera animation] - Lines,9. Plant Simulation User Interface
11,Axis XYZ [camera animation],590,590,Rotation Path [camera animation] - Lines,9. Plant Simulation User Interface
11,Center [camera animation],591,591,Rotation Path [camera animation] - Lines,9. Plant Simulation User Interface
10,Context Menu of Anchor Points of a Path,591,593,Path Type [camera animation],9. Plant Simulation User Interface
11,Context Menu of Anchor Points of a Path,591,591,Context Menu of Anchor Points of a Path,9. Plant Simulation User Interface
11,Look at Object,592,592,Context Menu of Anchor Points of a Path,9. Plant Simulation User Interface
11,Delete Anchor Point,593,593,Context Menu of Anchor Points of a Path,9. Plant Simulation User Interface
8,Extend [camera animation],594,594,Animation Paths,9. Plant Simulation User Interface
8,Edit,594,609,Animation Paths,9. Plant Simulation User Interface
9,Edit [camera animation],594,597,Edit,9. Plant Simulation User Interface
9,"Add [button] - anchor point, camera animation",598,598,Edit,9. Plant Simulation User Interface
9,Edit Values,599,609,Edit,9. Plant Simulation User Interface
10,"Edit Values - anchor point, camera animation",599,601,Edit Values,9. Plant Simulation User Interface
10,Position [camera animation],602,602,Edit Values,9. Plant Simulation User Interface
10,Rotation [camera animation],603,603,Edit Values,9. Plant Simulation User Interface
10,Velocity [camera animation],604,604,Edit Values,9. Plant Simulation User Interface
10,Segments [camera animation],605,605,Edit Values,9. Plant Simulation User Interface
10,Add Common Offset [camera animation],606,606,Edit Values,9. Plant Simulation User Interface
10,Define View Direction,607,608,Edit Values,9. Plant Simulation User Interface
10,Show in View [camera animation],609,609,Edit Values,9. Plant Simulation User Interface
8,Delete [camera animation],610,610,Animation Paths,9. Plant Simulation User Interface
7,Test Path,610,613,Tab Camera Animation,9. Plant Simulation User Interface
8,Test Path [camera animation],610,610,Test Path,9. Plant Simulation User Interface
8,Factor [test camera animation],611,611,Test Path,9. Plant Simulation User Interface
8,Backwards [test camera animation],612,612,Test Path,9. Plant Simulation User Interface
8,Play/Pause/Stop [test camera animation],613,613,Test Path,9. Plant Simulation User Interface
6,Tab Captions,614,624,Edit 3D Properties,9. Plant Simulation User Interface
7,Captions,614,615,Tab Captions,9. Plant Simulation User Interface
7,Name/Label Activated,616,618,Tab Captions,9. Plant Simulation User Interface
7,Settings for the Position [captions],619,620,Tab Captions,9. Plant Simulation User Interface
7,Settings for the Rotation [captions],621,622,Tab Captions,9. Plant Simulation User Interface
7,Add Rotation [captions],623,623,Tab Captions,9. Plant Simulation User Interface
7,Settings for the Scale [captions],624,624,Tab Captions,9. Plant Simulation User Interface
6,Tab Dimensioning Settings,625,625,Edit 3D Properties,9. Plant Simulation User Interface
7,Dimensioning Settings,625,625,Tab Dimensioning Settings,9. Plant Simulation User Interface
6,Tab Factory Walls Settings,625,627,Edit 3D Properties,9. Plant Simulation User Interface
7,Factory Walls Settings,625,627,Tab Factory Walls Settings,9. Plant Simulation User Interface
6,Tab Fence Settings,628,629,Edit 3D Properties,9. Plant Simulation User Interface
7,Fence Settings,628,629,Tab Fence Settings,9. Plant Simulation User Interface
6,Tab Fill Level,630,636,Edit 3D Properties,9. Plant Simulation User Interface
7,Fill Level,630,631,Tab Fill Level,9. Plant Simulation User Interface
7,Show Contents As,632,633,Tab Fill Level,9. Plant Simulation User Interface
7,Settings for the Position [Buffer],634,634,Tab Fill Level,9. Plant Simulation User Interface
7,Settings for the Rotation [Buffer],634,636,Tab Fill Level,9. Plant Simulation User Interface
8,Settings for the Rotation [Buffer],634,635,Settings for the Rotation [Buffer],9. Plant Simulation User Interface
8,Add Rotation [Buffer],636,636,Settings for the Rotation [Buffer],9. Plant Simulation User Interface
7,Settings for the Dimensions,637,637,Tab Fill Level,9. Plant Simulation User Interface
6,Tab Graphics,637,686,Edit 3D Properties,9. Plant Simulation User Interface
7,Graphics [tab],637,638,Tab Graphics,9. Plant Simulation User Interface
7,Graphic Groups,639,674,Tab Graphics,9. Plant Simulation User Interface
8,Graphic Groups [described],639,643,Graphic Groups,9. Plant Simulation User Interface
8,Generated and Non-Generated Graphics,644,646,Graphic Groups,9. Plant Simulation User Interface
8,Add,647,659,Graphic Groups,9. Plant Simulation User Interface
9,Add [graphic group],647,648,Add,9. Plant Simulation User Interface
9,Name [text box] - graphic group,649,649,Add,9. Plant Simulation User Interface
9,Locked [graphic group],650,651,Add,9. Plant Simulation User Interface
9,Visible [graphic group],652,653,Add,9. Plant Simulation User Interface
9,External [graphic group],654,656,Add,9. Plant Simulation User Interface
9,Internal [graphic group],657,659,Add,9. Plant Simulation User Interface
8,Delete [button] - graphic group,660,660,Graphic Groups,9. Plant Simulation User Interface
8,Visibilities,661,661,Graphic Groups,9. Plant Simulation User Interface
8,Context Menu of a Graphic Group,662,674,Graphic Groups,9. Plant Simulation User Interface
9,Context Menu of a Graphic Group,662,662,Context Menu of a Graphic Group,9. Plant Simulation User Interface
9,Locked [context menu],663,663,Context Menu of a Graphic Group,9. Plant Simulation User Interface
9,External [context menu],664,666,Context Menu of a Graphic Group,9. Plant Simulation User Interface
9,Internal [context menu],667,669,Context Menu of a Graphic Group,9. Plant Simulation User Interface
9,Visible [context menu],670,670,Context Menu of a Graphic Group,9. Plant Simulation User Interface
9,Generated [context menu],671,671,Context Menu of a Graphic Group,9. Plant Simulation User Interface
9,Rename [graphic group],672,672,Context Menu of a Graphic Group,9. Plant Simulation User Interface
9,Copy [graphic group],673,673,Context Menu of a Graphic Group,9. Plant Simulation User Interface
9,Delete [graphic group],674,674,Context Menu of a Graphic Group,9. Plant Simulation User Interface
7,Show Content,675,676,Tab Graphics,9. Plant Simulation User Interface
